genome	organism	contigs	bases	tRNA	rRNA	CDS	tmRNA	repeat_region	OriginalName	Study_set	GenomeType	Sample_accession	Country	Continent	Host	Source	Disease	SamplingDate	Latitude	Longtitude	contigs_0_bp	contigs_1000_bp	contigs_5000_bp	contigs_10000_bp	contigs_25000_bp	contigs_50000_bp	Total_length_0_bp	Total_length_1000_bp	Total_length_5000_bp	Total_length_10000_bp	Total_length_25000_bp	Total_length_50000_bp	N_contigs	Largestcontig	Total_length	GC	N50	N75	L50	L75	Ns_per_100_kbp	Marker_lineage	Completeness	Contamination	Strain_heterogeneity	subdivision	lineages	letter	color
bgi_DLF001	Bacteroides	91	4826162	45	1	4087	1	NA	GUT_GENOME149614	UHGG	MAG	SAMN00715131	China	Asia	Homo sapiens	NA	NA	NA	NA	NA	91	91	84	73	52	35	4826162	4826162	4803882	4718577	4381588	3799768	91	287430	4826162	43.3	103757	53883	15	32	0	o__Bacteroidales_(UID2657)	97.39	0	0	2	NA	NA	NA
GUT_GENOME153108	Bacteroides	53	5132991	53	1	4358	1	1	GUT_GENOME153108	UHGG	MAG	NA	China	Asia	Homo sapiens	NA	NA	NA	NA	NA	53	53	52	49	43	34	5132991	5132991	5129250	5107553	5004556	4693868	53	789123	5132991	43.45	144435	83992	9	21	0	o__Bacteroidales_(UID2657)	99.26	0.37	50	2	NA	NA	NA
bfr_m_7021	Bacteroides	82	5160757	55	6	4747	1	1	GCA_901485015.1_bfr_m_7021_assembly_genomic.fna	Genbank	Isolate	SAMEA5603552	NA	NA	Homo sapiens	NA	NA	NA	NA	NA	82	63	52	43	35	28	5160757	5156109	5131755	5066849	4946854	4681769	64	519392	5156613	43.2	178856	118724	11	19	3.88	o__Bacteroidales_(UID2657)	97.86	0.37	0	2	NA	NA	NA
G80616	Bacteroides	45	5142147	65	NA	4295	1	NA	GUT_GENOME184317	UHGG	MAG	SAMN05827265	Finland	Europe	Homo sapiens	NA	NA	NA	NA	NA	45	45	42	39	34	30	5142147	5142147	5132311	5111725	5018375	4855862	45	587903	5142147	43.39	189008	103554	9	18	0	o__Bacteroidales_(UID2657)	98.51	0.19	0	2	NA	NA	NA
NZ_Brf_8E3_BL_hyb	Bacteroides	24	5191637	73	17	4374	1	1	GCA_903181445.1_NZ_Bacteroides_fragilis_8E3_BL_hyb_genomic.fna	Genbank	Isolate	SAMEA6831315	NA	NA	NA	NA	NA	NA	NA	NA	24	18	13	12	12	9	5191637	5189113	5175674	5170653	5170653	5035151	19	1857785	5189788	43.33	1763611	632833	2	3	0	o__Bacteroidales_(UID2657)	99.26	0.19	0	2	NA	NA	NA
NCTC_9343_2	Bacteroides	2	5241700	73	19	4346	1	2	GCA_000025985.1_ASM2598v1_genomic.fna	Genbank	Isolate	SAMEA1705957	NA	NA	Homo sapiens	NA	NA	1955	NA	NA	2	2	2	2	2	1	5241700	5241700	5241700	5241700	5241700	5205140	2	5205140	5241700	43.11	5205140	5205140	1	1	0	o__Bacteroidales_(UID2657)	99.26	0	0	1	lineage Q	Q	#672c41
CCUG4856T	Bacteroides	2	5241693	73	19	4342	1	2	GCA_005706655.1_ASM570665v1_genomic.fna	Genbank	Isolate	SAMN11040710	United Kingdom	Europe	Homo sapiens	Appendix tissue	appendicitis	1955	51.31	0.06	2	2	2	2	2	1	5241693	5241693	5241693	5241693	5241693	5205133	2	5205133	5241693	43.11	5205133	5205133	1	1	0	o__Bacteroidales_(UID2657)	99.26	0	0	1	lineage Q	Q	#672c41
DK1985	Bacteroides	170	5466060	63	3	4610	1	1	GCA_019041735.1_NA_genomic.fna	Genbank	Isolate	SAMN12869706	Denmark	Europe	Homo sapiens	blood	NA	1985	NA	NA	1	1	1	1	1	1	5380874	5380874	5380874	5380874	5380874	5380874	1	5380874	5380874	43.33	5380874	5380874	1	1	0	o__Bacteroidales_(UID2657)	99.26	0.12	0	1	lineage N	N	#b84ccb
BF8	Bacteroides	5	5238818	74	18	4375	2	NA	GCA_001695355.1_ASM169535v1_genomic.fna	Genbank	Isolate	SAMN03921828	France	Europe	Homo sapiens	pus	bacterial_infection	1985	48.84	2.31	5	5	5	5	5	5	5238818	5238818	5238818	5238818	5238818	5238818	5	1761355	5238818	43.35	1423726	931480	2	3	0.53	o__Bacteroidales_(UID2657)	99.26	0.74	100	2	NA	NA	NA
ATCC_43860	Bacteroides	68	4896431	61	3	4009	1	1	GUT_GENOME147637	UHGG	Isolate	SAMN03839335	USA	North America	Homo sapiens	faeces	Diarrheal disease	1987	47	-110	68	63	51	40	33	25	4896431	4892628	4866749	4790650	4668324	4349824	67	754132	4895979	43.45	175950	103970	8	17	0.29	o__Bacteroidales_(UID2657)	99.26	0	0	1	origin	origin	#c9c493
ATCC_43859	Bacteroides	52	5212804	63	3	4353	1	NA	GUT_GENOME147635	UHGG	Isolate	SAMN03839334	USA	North America	Homo sapiens	faeces	Diarrheal disease	1987	47	-110	52	47	40	36	31	27	5212804	5208974	5191087	5163533	5103595	4944800	52	639633	5212804	43.18	301080	109333	6	13	0.12	o__Bacteroidales_(UID2657)	99.26	0	0	1	origin	origin	#c9c493
ATCC_43858	Bacteroides	140	5210816	63	9	4292	1	1	GUT_GENOME147636	UHGG	Isolate	SAMN03839333	USA	North America	Homo sapiens	faeces	Diarrheal disease	1989	34	-112	140	33	29	25	24	22	5210816	5164446	5156117	5131707	5118319	5037975	57	585236	5178476	43.13	346660	186193	6	12	0	o__Bacteroidales_(UID2657)	99.26	0.12	100	1	lineage O	O	#cf9cb3
O_21	Bacteroides	14	5175502	74	18	4312	1	NA	GCA_001693695.1_ASM169369v1_genomic.fna	Genbank	Isolate	SAMN04093172	Sweden	Europe	Homo sapiens	pus	bacterial_infection	1995	59.33195	18.068412	14	14	10	7	6	6	5175502	5175502	5166181	5142555	5121366	5121366	14	1761386	5175502	43.39	1093479	771728	2	4	60.01	o__Bacteroidales_(UID2657)	99.26	0.74	100	2	NA	NA	NA
86_5443_2_2	Bacteroides	156	5258210	61	3	4387	1	1	GCA_001699885.1_ASM169988v1_genomic.fna	Genbank	Isolate	SAMN03839336	USA	North America	Animal	faeces	Diarrheal_disease	1997	39	-76.7	156	120	60	48	39	29	5258210	5231388	5117968	5040787	4898398	4490428	156	350802	5258210	43.34	181621	90661	11	22	0	o__Bacteroidales_(UID2657)	99.26	0.37	100	1	lineage O	O	#cf9cb3
GB_124	Bacteroides	33	5516929	61	3	4690	1	2	GCA_015556305.1_ASM1555630v1_genomic.fna	Genbank	Isolate	SAMN14845370	United Kingdom	Europe	Homo sapiens	faeces	NA	2007	NA	NA	6	5	4	3	3	2	5141158	5140703	5136555	5131477	5131477	5087554	5	4986460	5140703	43.38	4986460	4986460	1	1	0	o__Bacteroidales_(UID2657)	99.26	0.09	0	1	origin	origin	#c9c493
DCMOUH0042B	Bacteroides	3	5155157	73	18	4217	1	2	GCA_000724795.2_ASM72479v2_genomic.fna	Genbank	Isolate	SAMN02892979	Denmark	Europe	Homo sapiens	blood	bacterial_infection	2008	553958	10.3886	3	3	3	1	1	1	5155157	5155157	5155157	5141257	5141257	5141257	3	5141257	5155157	43.35	5141257	5141257	1	1	0	o__Bacteroidales_(UID2657)	99.26	0.37	100	1	lineage F	F	#53743b
CL03T12C07	Bacteroides	72	4943232	64	10	4047	1	NA	GCA_015831765.1_ASM1583176v1_genomic.fna	Genbank	Isolate	SAMN16451179	USA	North America	Homo sapiens	faeces	NA	2009	42.3361	71.1075	1	1	1	1	1	1	5224217	5224217	5224217	5224217	5224217	5224217	1	5224217	5224217	43.46	5224217	5224217	1	1	0	o__Bacteroidales_(UID2657)	99.26	0	0	1	origin	origin	#c9c493
DCMOUH0067B	Bacteroides	2	5484743	73	18	4625	1	1	GCA_000724805.2_ASM72480v2_genomic.fna	Genbank	Isolate	SAMN02903368	Denmark	Europe	Homo sapiens	blood	bacterial_infection	2009	553958	10.3886	2	2	2	1	1	1	5484743	5484743	5484743	5478614	5478614	5478614	2	5478614	5484743	43.85	5478614	5478614	1	1	0	o__Bacteroidales_(UID2657)	99.26	0.46	0	2	NA	NA	NA
DCMOUH0085B	Bacteroides	1	5504076	74	19	4594	1	NA	GCA_000724815.2_ASM72481v2_genomic.fna	Genbank	Isolate	SAMN02903957	Denmark	Europe	Homo sapiens	blood	bacterial_infection	2010	553958	10.3886	1	1	1	1	1	1	5504076	5504076	5504076	5504076	5504076	5504076	1	5504076	5504076	43.6	5504076	5504076	1	1	0	o__Bacteroidales_(UID2657)	99.26	0.31	0	2	NA	NA	NA
LD_26_Run2	Bacteroides	80	4922092	45	NA	4006	1	NA	GUT_GENOME155566	UHGG	MAG	SAMEA2582043	China	Asia	Homo sapiens	faeces	NA	2011	NA	NA	80	80	74	70	49	33	4922092	4922092	4904351	4875346	4523177	3925830	80	312464	4922092	43.39	100343	57283	13	29	0	o__Bacteroidales_(UID2657)	97.47	0.74	75	1	lineage E	E	#baff69
LD_93_Run3	Bacteroides	34	4907877	54	NA	4043	NA	1	GUT_GENOME156799	UHGG	MAG	SAMEA2582142	China	Asia	Homo sapiens	faeces	NA	2011	NA	NA	34	34	32	31	27	22	4907877	4907877	4902606	4894172	4833275	4653011	34	522242	4907877	43.47	302830	155478	6	12	0	o__Bacteroidales_(UID2657)	98.68	0	0	1	lineage L	L	#0016b4
LD_Run1_11	Bacteroides	96	4970720	62	1	4134	1	1	GUT_GENOME027320	UHGG	MAG	SAMEA3360667	Bangladesh	Asia	Homo sapiens	faeces	cholera_succession	2011	23.7	90.3667	96	96	87	80	59	34	4970720	4970720	4943265	4892075	4522382	3621566	96	260710	4970720	43.38	84627	48283	18	37	0	o__Bacteroidales_(UID2657)	92.63	2.49	0	1	lineage N	N	#b84ccb
LD_33_Run2	Bacteroides	48	5168686	49	NA	4271	1	2	GUT_GENOME155663	UHGG	MAG	SAMEA2582059	China	Asia	Homo sapiens	faeces	NA	2011	NA	NA	48	48	46	46	41	34	5168686	5168686	5161955	5161955	5092955	4816898	48	363875	5168686	43.25	170533	89891	11	22	0	o__Bacteroidales_(UID2657)	98.86	0	0	1	lineage O	O	#cf9cb3
LD_35_Run3	Bacteroides	54	4890870	48	NA	4039	1	NA	GUT_GENOME155705	UHGG	MAG	SAMEA2582061	China	Asia	Homo sapiens	faeces	NA	2011	NA	NA	54	54	54	51	44	33	4890870	4890870	4890870	4869563	4741567	4317826	54	486113	4890870	43.3	146637	76831	11	23	0	o__Bacteroidales_(UID2657)	98	0.5	50	1	origin	origin	#c9c493
LD_50_Run4	Bacteroides	36	4874015	46	NA	4029	2	1	GUT_GENOME156015	UHGG	MAG	SAMEA2582085	China	Asia	Homo sapiens	faeces	NA	2011	NA	NA	36	36	36	36	33	31	4874015	4874015	4874015	4874015	4822721	4739297	36	487850	4874015	43.3	192483	114670	8	16	0	o__Bacteroidales_(UID2657)	99.17	0.74	50	1	origin	origin	#c9c493
LD_Run1_08	Bacteroides	48	5082289	49	NA	4223	1	NA	GUT_GENOME027308	UHGG	MAG	SAMEA3360664	Bangladesh	Asia	Homo sapiens	faeces	cholera_succession	2011	23.7	90.3667	48	48	46	44	38	30	5082289	5082289	5074774	5060713	4965175	4679135	48	544632	5082289	43.21	190805	107479	9	18	0	o__Bacteroidales_(UID2657)	98.51	0	0	1	origin	origin	#c9c493
LD_34_Run2	Bacteroides	41	4996114	45	NA	4139	1	NA	GUT_GENOME155698	UHGG	MAG	SAMEA2582060	China	Asia	Homo sapiens	faeces	NA	2011	NA	NA	41	41	41	39	37	34	4996114	4996114	4996114	4984873	4959303	4857727	41	417440	4996114	43.47	182370	105332	9	18	0	o__Bacteroidales_(UID2657)	99.24	0	0	1	origin	origin	#c9c493
LD_80_Run4	Bacteroides	89	4975737	38	NA	4024	1	NA	GUT_GENOME156544	UHGG	MAG	SAMEA2582127	China	Asia	Homo sapiens	faeces	NA	2011	NA	NA	89	89	73	60	46	31	4975737	4975737	4929839	4833403	4623555	4054595	89	572708	4975737	43.36	118896	66545	12	26	0	o__Bacteroidales_(UID2657)	98.23	2.54	20	2	NA	NA	NA
LD_9_Run1	Bacteroides	64	4798734	43	NA	3921	1	NA	GUT_GENOME156912	UHGG	MAG	SAMEA2582138	China	Asia	Homo sapiens	faeces	NA	2011	NA	NA	64	64	61	57	42	31	4798734	4798734	4789487	4755462	4540103	4141258	64	300271	4798734	43.49	154107	69806	12	22	0	o__Bacteroidales_(UID2657)	97.69	0	0	2	NA	NA	NA
RSZAXPI002611_17	Bacteroides	139	5048142	63	NA	4178	1	1	GUT_GENOME080695	UHGG	MAG	SAMEA2737654	China	Asia	Homo sapiens	faeces	NA	2012	55.676097	12.568337	139	139	80	65	44	28	5048142	5048142	4915897	4817431	4469296	3910726	139	400002	5048142	43.34	141615	53958	11	26	0	o__Bacteroidales_(UID2657)	94.8	0.37	50	1	lineage B	B	#895b39
SZAXPI019865_44	Bacteroides	159	4970400	66	5	4069	1	2	GUT_GENOME084385	UHGG	MAG	SAMEA2737788	China	Asia	Homo sapiens	faeces	NA	2012	55.676097	12.568337	159	159	80	71	59	36	4970400	4970400	4805216	4745311	4545753	3679897	159	239707	4970400	43.43	90749	49880	18	37	0	o__Bacteroidales_(UID2657)	95.56	0.49	66.67	1	lineage D	D	#c96744
SZAXPI012067_35	Bacteroides	129	5141516	55	NA	4227	1	NA	GUT_GENOME082028	UHGG	MAG	SAMEA2737704	China	Asia	Homo sapiens	faeces	NA	2012	55.676097	12.568337	129	129	97	83	55	34	5141516	5141516	5064655	4966540	4543147	3772616	129	373842	5141516	43.32	90021	48068	17	36	0	o__Bacteroidales_(UID2657)	96.33	0	0	1	lineage H	H	#38423f
SZAXPI003422_11	Bacteroides	79	4954853	39	1	4050	1	NA	GUT_GENOME029425	UHGG	MAG	SAMEA3541482	China	Asia	Homo sapiens	faeces	NA	2012	55.676097	12.568337	79	79	74	66	49	33	4954853	4954853	4938374	4877844	4556744	4014818	79	289439	4954853	43.29	130010	62447	14	29	0	o__Bacteroidales_(UID2657)	97.93	0.37	0	1	lineage K	K	#7f74d2
SZAXPI015216_169	Bacteroides	95	5133440	40	2	4204	1	NA	GUT_GENOME029824	UHGG	MAG	SAMEA3541505	China	Asia	Homo sapiens	faeces	NA	2012	55.676097	12.568337	95	95	82	71	56	35	5133440	5133440	5088433	5008828	4722972	3935621	95	338401	5133440	43.16	102664	57368	17	34	0	o__Bacteroidales_(UID2657)	96.77	0.37	100	1	lineage L	L	#0016b4
SZAXPI015250_39	Bacteroides	134	4961940	36	1	4053	NA	2	GUT_GENOME030482	UHGG	MAG	SAMEA3541538	China	Asia	Homo sapiens	faeces	NA	2012	55.676097	12.568337	134	134	117	101	62	31	4961940	4961940	4899605	4778791	4126390	3004518	134	212943	4961940	43.15	69133	35067	22	49	0	o__Bacteroidales_(UID2657)	96.48	4.41	25	1	origin	origin	#c9c493
SZAXPI019838_56	Bacteroides	162	4818999	67	11	3917	1	3	GUT_GENOME083627	UHGG	MAG	SAMEA2737762	China	Asia	Homo sapiens	faeces	NA	2012	55.676097	12.568337	162	162	72	55	43	27	4818999	4818999	4644368	4524075	4325579	3746161	162	366643	4818999	43.32	131489	59425	12	25	0	o__Bacteroidales_(UID2657)	91.21	0.41	0	1	origin	origin	#c9c493
SZAXPI017456_23	Bacteroides	391	5060546	39	1	4328	NA	NA	GUT_GENOME031079	UHGG	MAG	SAMEA3541568	China	Asia	Homo sapiens	faeces	NA	2012	55.676097	12.568337	391	391	296	185	53	2	5060546	5060546	4724859	3919189	1854766	161612	391	103786	5060546	43.07	18851	10956	84	174	0	o__Bacteroidales_(UID2657)	94.66	4.24	9.52	2	NA	NA	NA
SZAXPI017455_21	Bacteroides	186	4590982	39	1	3694	1	1	GUT_GENOME031068	UHGG	MAG	SAMEA3541567	China	Asia	Homo sapiens	faeces	NA	2012	55.676097	12.568337	186	186	171	141	66	21	4590982	4590982	4538350	4307341	3084207	1467686	186	132422	4590982	43.6	35976	20049	40	83	0	o__Bacteroidales_(UID2657)	96.71	0	0	2	NA	NA	NA
SZAXPI021220_43	Bacteroides	146	4983471	61	2	4155	2	NA	GUT_GENOME084894	UHGG	MAG	SAMEA2737806	China	Asia	Homo sapiens	faeces	NA	2012	55.676097	12.568337	146	146	91	74	46	33	4983471	4983471	4843356	4724657	4266693	3750545	146	300086	4983471	43.33	108515	50003	16	33	0	o__Bacteroidales_(UID2657)	94.05	3.67	25	2	NA	NA	NA
SZAXPI021308_95	Bacteroides	101	4781362	57	5	3918	1	NA	GUT_GENOME086570	UHGG	MAG	SAMEA2737865	China	Asia	Homo sapiens	faeces	NA	2012	55.676097	12.568337	101	101	64	55	47	33	4781362	4781362	4701229	4633330	4498268	3991097	101	329126	4781362	43.61	122649	69632	13	27	0	o__Bacteroidales_(UID2657)	98.59	1.12	50	2	NA	NA	NA
RSZAXPI002669_41	Bacteroides	152	4924575	53	2	4084	1	1	GUT_GENOME081033	UHGG	MAG	SAMEA2737667	China	Asia	Homo sapiens	faeces	NA	2012	55.676097	12.568337	152	152	88	70	50	31	4924575	4924575	4779962	4653524	4281808	3518661	152	283521	4924575	43.82	97725	46744	17	35	0	o__Bacteroidales_(UID2657)	93.25	0.95	50	2	NA	NA	NA
NO05	Bacteroides	65	5249687	47	NA	4405	1	2	GUT_GENOME139251	UHGG	MAG	SAMN03283253	USA	North America	Homo sapiens	faeces	NA	2013	35.21	-97.43	65	65	59	54	50	35	5249687	5249687	5233860	5200133	5121300	4587242	65	402866	5249687	43.27	145206	66466	11	24	0	o__Bacteroidales_(UID2657)	98.51	0.09	0	1	lineage A	A	#cf453f
NO19	Bacteroides	85	4612297	45	1	3724	1	2	GUT_GENOME238778	UHGG	MAG	SAMN03283266	USA	North America	Homo sapiens	faeces	NA	2013	35.21	-97.43	85	85	66	64	56	38	4612297	4612297	4561467	4547200	4439194	3777927	85	248489	4612297	43.55	89206	53721	15	32	0	o__Bacteroidales_(UID2657)	92.61	1.86	66.67	1	lineage D	D	#c96744
SZAXPI029475_44	Bacteroides	74	4898773	50	1	4012	1	NA	GUT_GENOME098355	UHGG	MAG	SAMEA4431887	China	Asia	Homo sapiens	faeces	NA	2013	55.676097	12.568337	74	74	73	58	41	30	4898773	4898773	4896536	4784544	4507295	4094247	74	499752	4898773	43.25	123140	78602	11	24	0	o__Bacteroidales_(UID2657)	97.36	0.71	90	1	lineage K	K	#7f74d2
RSZAXPI003078_111	Bacteroides	49	4738815	41	1	3879	NA	3	GUT_GENOME097755	UHGG	MAG	SAMEA4431926	China	Asia	Homo sapiens	faeces	NA	2013	55.676097	12.568337	49	49	49	46	37	31	4738815	4738815	4738815	4716521	4568932	4352130	49	483335	4738815	43.43	188977	77201	9	19	0	o__Bacteroidales_(UID2657)	97.01	0.74	50	1	lineage Q	Q	#672c41
RSZAXPI003098_132	Bacteroides	197	4680510	54	1	3847	NA	3	GUT_GENOME097916	UHGG	MAG	SAMEA4431925	China	Asia	Homo sapiens	faeces	NA	2013	55.676097	12.568337	197	197	147	119	69	25	4680510	4680510	4555807	4350726	3474522	1966527	197	146903	4680510	42.88	42162	24607	34	71	0	o__Bacteroidales_(UID2657)	98.15	1.49	20	1	lineage Q	Q	#672c41
531403	Bacteroides	87	5111614	59	NA	4288	1	1	GUT_GENOME088311	UHGG	MAG	SAMEA3136681	Austria	Europe	Homo sapiens	faeces	NA	2013	47.80151	13.04292	87	87	66	58	47	32	5111614	5111614	5064970	5007401	4813819	4285861	87	527843	5111614	43.38	136674	67920	11	25	0	o__Bacteroidales_(UID2657)	93.49	0.02	0	1	origin	origin	#c9c493
SZAXPI029574_89	Bacteroides	89	4855843	48	NA	3960	1	2	GUT_GENOME099532	UHGG	MAG	SAMEA4431958	China	Asia	Homo sapiens	faeces	NA	2013	55.676097	12.568337	89	89	75	61	46	31	4855843	4855843	4807771	4714844	4461464	3957331	89	368214	4855843	43.21	126671	64151	12	26	0	o__Bacteroidales_(UID2657)	97.15	1.93	55.56	1	origin	origin	#c9c493
SZAXPI029590_113	Bacteroides	411	5053085	44	NA	4274	NA	NA	GUT_GENOME099944	UHGG	MAG	SAMEA4431974	China	Asia	Homo sapiens	faeces	NA	2013	55.676097	12.568337	411	411	237	148	56	11	5053085	5053085	4545999	3899208	2430534	931435	411	197650	5053085	43.01	23931	10989	60	138	0	o__Bacteroidales_(UID2657)	94.38	4.07	26.67	1	origin	origin	#c9c493
SZAXPI029593_133	Bacteroides	48	4507546	40	NA	3597	1	1	GUT_GENOME099998	UHGG	MAG	SAMEA4431977	China	Asia	Homo sapiens	faeces	NA	2013	55.676097	12.568337	48	48	45	44	35	30	4507546	4507546	4496190	4488755	4344079	4143064	48	636381	4507546	43.29	156112	79924	8	19	0	o__Bacteroidales_(UID2657)	94.83	0.25	50	1	origin	origin	#c9c493
RSZAXPI003062_102	Bacteroides	38	5061928	59	1	4193	1	2	GUT_GENOME097677	UHGG	MAG	SAMEA4431917	China	Asia	Homo sapiens	faeces	NA	2013	55.676097	12.568337	38	38	37	37	33	24	5061928	5061928	5059452	5059452	5004058	4685762	38	658030	5061928	43.11	205843	155201	8	15	0	o__Bacteroidales_(UID2657)	98.88	0.37	0	1	origin	origin	#c9c493
SZAXPI029473_40	Bacteroides	35	5034866	48	1	4133	1	NA	GUT_GENOME098329	UHGG	MAG	SAMEA4431884	China	Asia	Homo sapiens	faeces	NA	2013	55.676097	12.568337	35	35	35	33	30	21	5034866	5034866	5034866	5019996	4978628	4635581	35	754919	5034866	43.34	301511	162754	6	12	0	o__Bacteroidales_(UID2657)	98.17	1.12	60	2	NA	NA	NA
RSZAXPI003065_105	Bacteroides	275	4904555	27	NA	4086	NA	1	GUT_GENOME097704	UHGG	MAG	SAMEA4431921	China	Asia	Homo sapiens	faeces	NA	2013	55.676097	12.568337	275	275	220	144	66	16	4904555	4904555	4731542	4154899	2960286	1244555	275	174969	4904555	43.05	29872	14409	48	105	0	o__Bacteroidales_(UID2657)	91.57	1.9	33.33	2	NA	NA	NA
RSZAXPI001162_18	Bacteroides	41	4940892	51	NA	4122	1	NA	GUT_GENOME044557	UHGG	MAG	SAMEA4378232	China	Asia	Homo sapiens	faeces	NA	2013	55.676097	12.568337	41	41	41	38	35	23	4940892	4940892	4940892	4918309	4863890	4373684	41	402253	4940892	43.19	243773	106646	8	15	0	o__Bacteroidales_(UID2657)	94.8	0.09	0	2	NA	NA	NA
SZAXPI029485_81	Bacteroides	63	5055029	46	NA	4329	1	NA	GUT_GENOME098447	UHGG	MAG	SAMEA4431909	China	Asia	Homo sapiens	faeces	NA	2013	55.676097	12.568337	63	63	58	55	49	34	5055029	5055029	5036598	5013153	4894489	4331535	63	507497	5055029	43.46	127407	74845	14	26	0	o__Bacteroidales_(UID2657)	98.02	0	0	2	NA	NA	NA
RSZAXPI003101_139	Bacteroides	63	4642996	46	NA	3737	1	3	GUT_GENOME097950	UHGG	MAG	SAMEA4431930	China	Asia	Homo sapiens	faeces	NA	2013	55.676097	12.568337	63	63	60	55	45	30	4642996	4642996	4631978	4593096	4445282	3909237	63	307379	4642996	43.52	149009	72037	12	23	0	o__Bacteroidales_(UID2657)	96.08	2.56	81.25	2	NA	NA	NA
SZAXPI029544_123	Bacteroides	57	5003144	51	1	4164	1	1	GUT_GENOME098770	UHGG	MAG	SAMEA4431875	China	Asia	Homo sapiens	faeces	NA	2013	55.676097	12.568337	57	57	52	50	45	36	5003144	5003144	4985698	4971644	4874893	4561506	57	290061	5003144	43.49	138659	82978	13	24	0	o__Bacteroidales_(UID2657)	98.88	0.37	0	2	NA	NA	NA
SZAXPI029471_33	Bacteroides	82	4707596	39	1	3853	1	2	GUT_GENOME045958	UHGG	MAG	SAMEA4431903	China	Asia	Homo sapiens	faeces	NA	2013	55.676097	12.568337	82	82	79	74	56	39	4707596	4707596	4693824	4660248	4319291	3695990	82	255062	4707596	43.48	83445	55569	19	36	0	o__Bacteroidales_(UID2657)	96.98	0.93	100	2	NA	NA	NA
14_106904_1	Bacteroides	132	5354648	60	3	4467	1	NA	GCA_001816225.2_ASM181622v2_genomic.fna	Genbank	Isolate	SAMN05860967	Sweden	Europe	Homo sapiens	Appendix tissue	Appendicitis	2014	59.3426653	18.02266658	132	99	80	65	50	26	5354648	5338201	5293240	5183599	4947871	4108005	117	472857	5350402	43.46	131863	60808	11	25	13.81	o__Bacteroidales_(UID2657)	99.26	0.19	0	1	lineage E	E	#baff69
P055V6	Bacteroides	152	4772332	26	2	3855	1	1	GUT_GENOME036070	UHGG	MAG	SAMEA3708804	China	Asia	Homo sapiens	faeces	NA	2014	55.676097	12.568337	152	152	130	110	67	29	4772332	4772332	4692403	4552076	3852180	2527896	152	208566	4772332	43.28	55776	29538	27	57	0	o__Bacteroidales_(UID2657)	95.44	2.51	33.33	1	lineage F	F	#53743b
RSZAXPI001849_99	Bacteroides	85	4786016	31	2	3970	1	1	GUT_GENOME032359	UHGG	MAG	SAMEA3708499	China	Asia	Homo sapiens	faeces	NA	2014	55.676097	12.568337	85	85	82	76	53	32	4786016	4786016	4776483	4731435	4331720	3481889	85	327325	4786016	43.56	94330	48887	16	35	0	o__Bacteroidales_(UID2657)	90.29	3.79	53.85	1	lineage I	I	#7bccbc
RSZAXPI001889_43	Bacteroides	125	4831098	41	1	3934	1	1	GUT_GENOME033003	UHGG	MAG	SAMEA3708538	China	Asia	Homo sapiens	faeces	NA	2014	55.676097	12.568337	125	125	115	103	67	30	4831098	4831098	4799004	4717512	4099814	2740783	125	194062	4831098	43.29	58742	34352	25	51	0	o__Bacteroidales_(UID2657)	96.45	0	0	1	lineage L	L	#0016b4
P074V1	Bacteroides	141	5045716	31	1	4006	1	1	GUT_GENOME036462	UHGG	MAG	SAMEA3708821	China	Asia	Homo sapiens	faeces	NA	2014	55.676097	12.568337	141	141	123	98	63	36	5045716	5045716	4972011	4772229	4193724	3196528	141	187492	5045716	43.37	68050	35445	25	50	0	o__Bacteroidales_(UID2657)	91.33	3.43	50	1	lineage N	N	#b84ccb
RSZAXPI001833_50	Bacteroides	110	4685691	37	1	3820	NA	NA	GUT_GENOME032041	UHGG	MAG	SAMEA3708483	China	Asia	Homo sapiens	faeces	NA	2014	55.676097	12.568337	110	110	101	91	60	33	4685691	4685691	4654715	4587526	4054005	3063884	110	184646	4685691	43.32	69932	42897	21	43	0	o__Bacteroidales_(UID2657)	91.24	1.16	100	1	origin	origin	#c9c493
S14	Bacteroides	1	4902215	73	18	3971	1	4	GCA_001682215.1_ASM168221v1_genomic.fna	Genbank	Isolate	SAMN03921941	Hungary	Europe	Homo sapiens	NA	bacterial_infection	2014	46.26	20.15	1	1	1	1	1	1	4902215	4902215	4902215	4902215	4902215	4902215	1	4902215	4902215	43.15	4902215	4902215	1	1	0.55	o__Bacteroidales_(UID2657)	99.26	0	0	1	origin	origin	#c9c493
BfraUS326	Bacteroides	84	5224159	63	5	4373	1	2	GCA_002811035.1_Bfra_US326_v1_genomic.fna	Genbank	Isolate	SAMN07735202	USA	North America	Homo sapiens	faeces	NA	2015	NA	NA	84	58	52	46	37	26	5224159	5216024	5198080	5156192	5015202	4591205	62	447641	5218302	43.48	194658	104009	9	18	20.64	o__Bacteroidales_(UID2657)	99.26	0	0	1	lineage G	G	#68c668
Bfra12905	Bacteroides	151	5436953	63	2	4527	1	1	GCA_002811065.1_Bfra_12905_v1_genomic.fna	Genbank	Isolate	SAMN07735159	USA	North America	Homo sapiens	faeces	NA	2015	NA	NA	151	83	71	67	49	34	5436953	5413685	5384067	5355432	5077130	4497476	92	349209	5419893	43.22	145583	60135	13	27	38.01	o__Bacteroidales_(UID2657)	99.26	0	0	1	lineage H	H	#38423f
